TopLevel,SecondLevel,ThirdLevel,FourthLevel,FifthLevel,Keyword,StartRank,EndRank,RankChange,EndClicks,ClicksChange,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024
acc,acc payments,,,,acc payment schedule,,15,,0,0,,,9,,,9,,10,,11,,,5,,,8,14,,8,12,,11,,12,6,,11,10,,9,,7,10,,10,14,,13,,12,,9,,19,,15,
acc,acc payments,,,,acc lump sum payments,,50,,0,0,,,,,,33,,28,,30,,25,,,,37,,36,36,,32,30,,40,,41,38,,37,50,,42,50,,48,,84,,48,,51,,44,,46,50,
acc,acc payments,,,,what time do acc payments go through,,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,12,,9,11,,14,,20,19,,24,,13,,14,,11,,10
acc,careers,,,,acc careers,,39,,3,3,660,,,,,38,,,,,,,,,,92,,,,,,,,89,,91,,,37,,34,30,,37,,,40,,46,,43,,36,,39,,
acc,careers,,,,careers at acc,,69,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,84,,71,,69,
acc,phone,,,,acc phone number,,24,,1,1,160,,,,,,46,,,,,,,,40,56,,85,,,,,68,,,,,,,,,,,,19,,,,21,,15,,21,,24,,
acc,phone,,,,phone number for acc,,44,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,31,,44,,
acc,phone,acc claim,claim,,acc claims phone number,,65,,0,0,,,,,,,,,,30,,,33,,60,,55,,61,51,,45,,43,48,,69,99,,26,,19,25,,24,31,,28,,47,,28,,24,,65,
act,,,,,privacy act,,5,,68,68,2000,,,,,22,13,,18,,,19,,22,,12,,11,,9,8,,,10,,8,9,,5,8,,12,,11,,,,,,,,,,,,,5
act,,,,,gst act,,6,,8,8,280,,,,,12,93,,,,,,,,,13,,,,8,7,,,67,,5,,2,3,,,28,,,,,6,,13,,10,,9,,4,,6
act,,,,,the privacy act,,5,,2,2,80,,34,,,14,,14,,28,,,15,,,15,,11,12,,9,13,,8,10,,7,,4,9,,,,,18,54,,27,,12,,,,,,,5
act,,,,,health and safety at work act,,58,,1,1,600,,,,,71,38,,30,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,58
act,,,,,partnership act,,19,,1,1,180,,,,,89,,87,,31,,32,,,57,,47,,41,29,,33,43,,32,59,,48,,53,8,,12,11,,13,22,,,,,67,,78,,19,
act,,,,,domestic violence act,,34,,1,1,300,,,,,7,,9,,12,,15,,,56,,,,,,,,,,,,27,,,,,84,,,,,51,,38,,42,,28,,34,,
act,,,,,employment act,,30,,1,1,180,,,,,36,,46,,92,,38,,,67,,64,,66,70,,58,79,,63,41,,33,,71,18,,23,6,,7,33,,76,,,33,,20,,30,
act,,,,,employment contracts act,,17,,1,1,100,,,,,44,,23,,23,,23,,,,22,,32,30,,89,62,,44,54,,27,,52,19,,74,,,,,,,,,,,,,,,17
act,,,,,insolvency act,,55,,0,0,280,,,,,10,,3,,8,,6,,,15,,6,7,,5,,5,2,,3,5,,4,96,,2,3,,3,,6,,,5,,7,,,,,,55
act,,,,,health act,,67,,0,0,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,67,
act,,,,,act new zealand,,82,,0,0,320,,,,,61,,,,,,,,,,,,,49,41,,67,,62,70,,,68,,,,,,,,,,,,,,,,,,82,
act,,,,,consumer acts,,5,,0,0,20,,,8,,8,,8,,7,,2,,,,,,,,,,7,7,,6,,,,5,,4,5,,6,,,,,,,,,,,4,,5
act,,,,,biosecurity act,,55,,0,0,180,,,,,,,,,,,,,,,,,,,,,60,61,,,,,83,,74,,,,92,,,,,,,,,,90,,55,
act,,,,,minimum wage act,,74,,0,0,220,,,,,9,,9,,16,,13,,,39,,45,,24,9,,9,9,,4,5,,3,,34,5,,19,9,,6,75,,53,,,68,,33,,74,
act,,,,,civil aviation act,,69,,0,0,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,
act,,,,,receiverships act,,62,,0,0,40,,,,,,,,97,,,,,,,,,,,69,,,,58,,,,,,,,,,,,,,,,,,,,,,62,
act,,,,,taxation act,,32,,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
act,,,,,dv act,,78,,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,68,,70,,55,,78
act,,,,,financial reporting act 2013,,95,,0,0,,,,,,,,,,,,91,,,,,,,86,,95,66,,55,,,,,,,,,,,,,,,90,,62,,,,95,,
act,,,,,health and safety employment act,,91,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,31,,41,,,,,,,,,,91,,
act,,,,,human rights act new zealand,,75,,0,0,,,,56,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,75
act,,,,,partnerships act,,25,,0,0,,,,,,,,73,,24,,19,,,34,,33,,28,18,,20,28,,23,19,,21,,23,12,,18,19,,23,28,,26,,,42,,45,,25,
act,,,,,holiday act new zealand,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,5,,4,,5,,6,,6,,
act,,,,,employment agreement act,,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,12,12,,15,,12,,13,,,,11
act,,,,,new zealand act,,66,,0,0,,,,35,,,,,,,,,,,,,,,,,,47,58,,47,,55,67,,75,,,71,62,,83,,,,,,69,,62,,66,
act,,,,,act leaders,,47,,0,0,,,,,,,25,,24,,,20,,,,,,,,,,,,,,,,,,,45,,60,,,,,,,,,,,,47,,
act,,,,,rma act,,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,19,40,,56,,31,,34,,29,,18,,
act,,,,,company acts,,19,,0,0,,,,,,,,,,,,,,,,,,,,,60,,96,,,,65,,,37,,,,,,,,,,,,,,,,19,
act,,,,,parental leave and employment protection act 1987,,63,,0,0,,,26,,,31,,27,,,,70,,,45,,36,22,,36,,75,,,73,80,,54,44,,34,26,,38,,46,54,,,,50,,57,,63,,
act,,,,,employment act new zealand,,31,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,63,,46,,,,66,,55,,47,,31,
act,,,,,act party policy on superannuation,,66,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,66,
act,,,,,new zealand holidays act,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,,5,4,,5,,4,,6,,,6,
act,,,,,employment contract act,,15,,0,0,,,30,,,26,,20,,20,,19,,,,,,,,,,45,23,,33,,,,,,23,,,16,,21,26,,32,,,24,,20,,,15
act,,,,,protected disclosures act 2022,,39,,0,0,,,,,,,,,,,,,,,,,,,,,27,22,,10,,,8,8,,8,,39,10,,12,14,,12,,81,,85,,,,39,
act,,,,,acts new zealand,,93,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,,,93,
act,,,,,holiday with pay act,,5,,0,0,,,,,,,,,,,,,,,,9,,10,5,,6,,,,,,,,,,,,,,,,,,,,9,,6,,,,5
act,,,,,contracts and commercial law act,,43,,0,0,,,,,,61,69,,65,,,48,,,44,60,,66,,62,55,,,,46,,56,,54,,66,66,,68,,,87,,83,,57,,69,,52,,43
act,,,,,holiday pay act,,9,,0,0,,,,,,3,,,3,,3,,,4,,4,,4,4,,4,,,,,,,,,,,,,,,,,4,,5,,9,,,,,9
act,,,,,personal property securities act 1999,,22,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,21,,19,17,,15,,17,,19,,23,,,22,
act,,,,,health and safety work act,,42,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,30,,,,,,,,,,,,,42
act,,,,,holidays act sick leave,,5,,0,0,,,5,,,7,,,8,,6,,,,,4,,4,4,,5,,,,,,,,,,,,,,,,,,,,,5,,5,,5,
act,,,,,sale goods act,,27,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,89,,,27,
act,,,,,holidays act 2023,,12,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,14,17,,13,,30,28,,15,,12,,11,,16,,12
act,,,,,wages protection act,,64,,0,0,,,,,,65,,69,71,,,,,,,,,,94,89,,67,,,62,,46,50,,57,64,,52,49,,39,,,,96,,89,,74,,64,
act,,,,,overseas investment act,,49,,0,0,,,,,,29,40,,40,,,36,,55,,45,,46,,57,38,,38,43,,50,,,87,,,81,,,,,,,93,,,,,,,,49
act,,,,,education act new zealand,,76,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
act,,,,,health safety act,,81,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
act,,,,,goods and service tax act,,7,,0,0,,,,,,,,,,12,,,,15,,11,,4,7,,,,,,,,,,3,5,,12,,8,,9,7,,12,,,,7,,6,,7
act,,,,,holidays act,,6,,0,0,,,,,,4,4,,5,,,5,,4,,4,,4,,4,3,,3,3,,2,,,4,,2,3,,6,10,,6,,5,,5,,8,,47,,6
act,,,,,hsw act,,67,,0,0,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,
act,,,,,health safety work act,,36,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,36
act,,,,,act tax policy,,74,,0,0,,,33,,,34,,40,,,,,,,,,,,,,,,,,,,,,55,,28,35,,36,,78,,,,,79,,69,,74,,
act,,,,,kiwisaver act,,5,,0,0,,,56,,,,,48,,49,,39,,,21,,28,,,51,,,12,,13,9,,11,,5,5,,5,4,,6,5,,4,,,5,,5,,5,
act,,,,,holiday act,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,,5,6,,5,,6,,6,,8,,7,
act,,,,,tax income act,,28,,0,0,,,,,,65,73,,56,,,,,,,,,,,,94,,,,,25,20,,34,12,,18,,,14,,18,,15,,27,,,,28,,
act,,,,,health acts,,89,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,
act,,,,,privacy act new zealand,,45,,0,0,,,,,,,,,,,,,,,,,30,32,,38,31,,49,49,,49,,55,75,,64,71,,,,,88,,92,,60,,55,,45,,
act,,,,,holidays pay act,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,4,,6,,7,,10,,,7
act,,,,,health and safety in employment act,,47,,0,0,,,,,,47,,26,,95,,46,,,35,,38,,32,29,,42,,,62,31,,39,,23,18,,19,25,,34,,,43,,,48,,50,,47,
act,,,,,health safety and employment act,,42,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,27,,38,44,,42,,62,,76,,64,,42,
act,,,,,new zealand employment act,,58,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,,58,,
act,,,,,holidays act new zealand,,7,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,8,6,,4,,4,,5,,5,,7,
act,,,,,protected disclosure act 2022,,98,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,15,13,,18,,87,,81,,44,,98,,
act,,,,,goods and services tax act,,5,,0,0,,,25,,,,,,,23,,,,21,,12,,15,21,,,,,,,,,,6,3,,4,,3,,3,4,,4,,3,,6,,3,,5
act,,,,,customs and excise act,,4,,0,0,,,26,,,28,,32,,23,,,,,,12,,,9,,7,6,,3,3,,4,,5,5,,4,7,,5,7,,5,,6,,6,,6,,4,
act,2000,,,,employment act 2000,,63,,0,0,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,83,81,,62,,,,78,,79,,63,,
act,2003,,,,holidays act 2003,,6,,19,19,660,,,,,6,4,,6,,7,,,5,,4,,4,,4,3,,5,3,,2,,3,3,,4,8,,,5,,6,,5,,6,,19,,6,,6
act,2003,,,,holiday act 2003,,16,,2,2,220,,,,,,,,,,,,,,,,,,,,,7,5,,3,,3,3,,3,4,,11,4,,4,,,,6,,11,,15,,16,
act,2003,,,,holidays act 2003 sick leave,,5,,0,0,,,,5,,8,,,,5,,,4,,,4,5,,5,5,,5,,5,5,,6,6,,5,,11,8,,7,,,4,,5,,4,,5,,5,
act,2003,,,,holidays act 2003 new zealand,,4,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,5,9,,3,,4,,5,,7,,4,,
act,2003,act nz,,,holidays act 2003 nz,,5,,0,0,,,4,,,6,,4,,5,,3,,,,4,,4,4,,4,4,,3,,3,,,3,3,,4,,5,10,,4,,4,,4,,4,,5,,
act,2003,act nz,,,nz holidays act 2003,,6,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,4,,4,,4,5,,6,
act,act nz,,,,companies act nz,,43,,0,0,220,,,,,80,,59,,77,,35,,,48,,59,42,,34,,44,31,,20,40,,91,,37,27,,33,,,48,57,,57,,,52,,53,,43,
act,act nz,,,,employment act nz,,46,,0,0,140,,,,,15,,19,,18,,31,,,41,,33,,52,45,,36,30,,18,19,,35,,34,38,,27,33,,42,49,,47,,,21,,35,,46,
act,act nz,,,,nz gst act,,9,,0,0,20,,,,,,6,,5,,,9,,,9,,7,,6,7,,3,,3,7,,7,5,,5,10,,11,8,,8,,,,4,,8,,9,,9,
act,act nz,,,,nz act,,42,,0,0,60,,,38,,,,,,,,,,,,,,,,,,49,52,,39,,48,46,,45,62,,,,,,,,60,,,44,,56,,42,
act,act nz,,,,watch the act nz,,40,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,41,,23,,,,,,40
act,act nz,,,,company act nz,,29,,0,0,,,,,,,,,,,,48,,,41,,37,36,,28,,27,17,,22,32,,34,,36,34,,44,40,,41,52,,49,,,45,,15,,29,
act,act nz,,,,human rights act nz,,81,,0,0,,,,,,71,,,,,,59,,,,,,,,,,,,,,,,,,,81,80,,76,,,99,,,,,,,,81,,
act,act nz,,,,nz employment act,,46,,0,0,,,,26,,,,,,,,,,,,,,,,,,48,,32,32,,46,43,,36,39,,37,43,,55,,,,50,,50,,49,,46,
act,act nz,,,,parental leave act nz,,6,,0,0,,,,,,4,,4,,4,,3,,,,3,,3,3,,17,10,,8,,12,,,3,3,,1,,,5,,4,,5,,4,,5,,,6,
act,act nz,,,,holidays act nz,,5,,0,0,,,,,,3,3,,3,,,4,,,4,,3,4,,3,3,,3,,3,3,,2,3,,2,5,,5,,5,,,5,,4,,3,,5,,
act,act nz,,,,nz income tax act,,10,,0,0,,,,,,,,,,,,,42,,17,,,,,29,,,,19,17,,31,24,,23,,30,,27,,39,14,,13,,11,,11,,,10,
act,act nz,,,,privacy act nz,,14,,0,0,,,,,,18,14,,18,,,24,,,17,19,,15,,13,14,,13,16,,13,,,18,,28,33,,41,50,,49,,48,,30,,22,,20,,14
act,act nz,,,,act nz policy,,62,,0,0,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,84,,,,,72,,,,61,,62,,
act,act nz,,,,acts nz,,37,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,53,68,,49,,46,,,,30,,37,
act,act nz,,,,holiday act nz,,5,,0,0,,,,,,,3,,4,,,4,,,4,,3,4,,3,3,,,,3,3,,2,3,,2,,8,5,,5,,,5,,4,,5,,5,,
act,act nz,,,,act nz policies,,77,,0,0,,,,,,44,,65,,34,,,,,,,,,43,,,,,,,,,,,,,,,55,70,,,,73,,74,,79,,77,,
act,act nz,,,,act nz,,41,,0,0,,,,,,,85,,,,,,,,,,,86,37,,24,,,26,,25,35,,40,32,,,30,,,72,,,,88,,46,,41,,41,
act,act nz,,,,health and safety act nz,,30,,0,0,,,,,,14,,15,,12,,10,,,12,,16,,17,17,,24,20,,25,,36,29,,33,19,,59,23,,48,,,,45,,51,,54,,30,
act,act nz,,,,consumers act nz,,8,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,13,,10,,8
act,act nz,mental,,,mental health act nz flowchart,,30,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,45,,,,,,30
act,act nz,mental,,,nz mental health act,,93,,0,0,,,,,,,,,,,,,,,,,,,,,66,,,,82,,85,,70,,,,,77,,86,,,,,71,,79,,93,,
act,act nz,mental,,,mental health act nz explained,,100,,0,0,,,,93,,,,,,57,,,,,,,,,95,,,,,,,,,,,78,,,,,100,,,,,86,,63,,,,100,
act,act nz,mental,,,mental health act nz,,82,,0,0,,,,,,70,58,,61,,,59,,,62,,64,60,,63,55,,63,,54,74,,63,68,,79,59,,45,,99,,,,,73,,72,,82,,
act,employee,,,,employee act,,27,,0,0,,,,,,9,,8,,6,,31,,,43,,46,,36,11,,9,14,,12,,11,,,,,,16,15,,25,11,,40,,24,,19,,27,,
act,employee,,,,employees act,,35,,0,0,,,,,,46,,48,,33,,26,,,63,,34,,43,22,,27,25,,20,12,,19,,15,16,,13,16,,,,,,,,,,,35,,
act,employee,,,,employee contract act,,11,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,15,,,,11
act,fair,,,,fair trade act,,30,,0,0,160,,,,,68,62,,,,,60,,51,,36,,32,,32,21,,30,33,,42,37,,26,,,,,,,,,,,,,,22,,30,,
act,fair,,,,fair pay act,,32,,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,11,,13,13,,14,,27,,22,,32,,
act,fair,,,,fair trading act new zealand,,16,,0,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
act,fair,act nz,,,fair trading act nz,,19,,3,3,420,,49,,,32,57,,42,,,35,,,29,,36,15,,17,9,,14,,18,21,,20,30,,36,33,,35,,33,34,,27,,19,,22,,19,,
act,fair,act nz,,,nz fair trading act,,18,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,13,,19,24,,32,44,,35,,36,24,,28,,18,,19,,55,,18
act,guarantees,,,,consumer guarantees act 1993,,82,,0,0,,,,,,35,40,,38,,,44,,,31,42,,31,,38,38,,51,52,,40,,48,68,,66,,,99,,,98,,,,,,94,,82,,
act,guarantees,,,,consumers guarantee act refund,,8,,0,0,,,,,,7,,8,,9,,6,,,5,,5,,5,5,,,,,5,4,,,,,,,,,,,,,,,,,,,8,,
act,guarantees,,,,consumer guarantees act cars,,64,,0,0,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,69,,64,
act,guarantees,,,,consumer guarantees act reasonable length of time,,38,,0,0,,,,,,24,,,,45,,,32,,,25,,26,34,,19,16,,17,,24,22,,22,33,,,67,,98,,76,,77,,77,,58,45,,38,
act,guarantees,,,,consumer guarantees act car,,85,,0,0,,,39,,,,,,,,,,,,,,70,,,,,,,,,,,69,,,,93,,,,,,,,87,,68,,63,,85,
act,guarantees,,,,consumers guarantee act cars,,60,,0,0,,,,,,34,,39,,75,,63,,,82,,35,,42,49,,39,,37,32,,,,,,,,,,,,,,,,,,,,53,,60
act,guarantees,,,,consumer guarantees act refund,,9,,0,0,,,,,,9,,9,,8,,5,,,5,,5,,5,5,,5,5,,5,,5,5,,5,9,,10,9,,10,,,,9,,9,,11,,9,
act,guarantees,,,,consumer guarantees act,,14,,0,0,,,,,,12,9,,13,,,19,,16,,21,,12,26,,22,,29,27,,25,24,,29,10,,16,20,,66,36,,29,,16,,31,,16,,14,
act,guarantees,act nz,,,consumer guarantees act nz,,14,,11,11,900,,,,,11,8,,12,,15,,,9,,9,,9,,10,18,,8,10,,9,8,,9,,8,18,,12,14,,17,,13,,,,,,13,,14
act,guarantees,act nz,,,consumer guarantee act nz,,22,,0,0,20,,,,,11,9,,13,,,11,,8,,10,,8,,11,11,,,,11,10,,10,16,,18,25,,,,34,26,,21,,,,26,,22,,
act,guarantees,act nz,,,consumers guarantee act nz,,15,,0,0,,,,13,,,8,,12,,,10,,,,,,,,,,,,,16,13,,10,14,,17,23,,22,,40,,,,,,,,,15,,
act,guarantees,act nz,,,nz consumer guarantees act,,19,,0,0,,,,,,,,,,,,,,,,,13,8,,11,9,,,,10,8,,12,14,,19,20,,30,,22,28,,24,,23,,19,,19,,
act,mental,,,,new zealand mental health act,,91,,0,0,,,,53,,,,,,,,47,,,,,,,,,,,,,,,,,,,,54,,60,86,,100,,95,,72,,63,,,,91
act,relations,,,,employment relations act,,13,,43,43,3200,,,,,9,10,,8,,10,,,10,,8,,10,,7,4,,3,5,,3,,,,,,,,,,,,,35,,35,,,,26,,13
act,relations,,,,employment relations act new zealand,,55,,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,56,,93,,92,,60,,76,,55,,
act,relations,,,,new zealand employment relations act,,43,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,,,,,,70,,51,,43,
act,relations,2000,,,employment relations act 2000,,18,,9,9,950,,,,,,54,,53,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,47,,42,,,,30,,18
act,relations,act nz,2000,,employment relations act 2000 nz,,74,,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,74,,
act,resource,,,,resource management act,,16,,31,31,2800,,,,,16,26,,15,,,9,,9,,7,,10,,8,3,,3,4,,4,6,,8,6,,10,,13,23,,35,,26,,19,,21,,13,,16
act,resource,,,,resource management act new zealand,,21,,0,0,40,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,18,29,,51,,29,,19,,25,,18,,21
act,resource,,,,resources management act,,19,,0,0,,,,,,15,18,,13,,14,,,8,,10,,5,,6,5,,,,4,,6,,11,,5,13,,11,18,,29,,27,,23,,26,,19,,
act,resource,,,,what is resource management act,,14,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,14
act,resource,,,,what is the resource management act,,16,,0,0,,,,,,9,,15,,17,,,8,,,18,,10,11,,5,,,6,,,,,13,,,,,,,,,,,,,24,,,,,16
act,resource,act nz,,,resource management act nz,,15,,1,1,120,,9,,,10,,13,,9,,8,,,7,,6,,4,3,,3,,3,3,,6,3,,7,6,,9,12,,33,,17,,22,,14,,12,,15,
act,resource,act nz,,,resource management act 1991 nz,,25,,0,0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,28,52,,93,,66,,73,,55,,34,,25
act,resource,act nz,,,nz resource management act,,10,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,13,,9,19,,25,,25,,15,,16,,10,
ads,,,,,ads,,12,,41,41,2800,,,,,5,6,,9,,,,,,,,,,,22,,,,,,11,,,,,,24,,25,,,,,,,,,20,,20,,12
ads,,,,,social media ads,,7,,1,1,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,36,80,,95,,89,,5,,17,,5,,7
ads,,,,,job ad,,50,,0,0,60,,,14,,12,,,8,,8,,,,,8,,9,11,,23,,,,,,,,,,,9,,12,8,,8,,7,,8,,6,,51,,50
ads,,,,,ad for job,,48,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,17,19,,14,,16,,22,,7,,48,,
ads,,,,,ads for jobs,,10,,0,0,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,21,9,,13,,25,,11,,9,,10,,
ads,,,,,ads on social media,,64,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,
ads,,,,,nz ads,,32,,0,0,,,,26,,,29,,32,,,41,,,,,,,,,,27,37,,80,69,,66,,,,,,,,,,,,,,,43,,32,,
ads,,,,,advertise with google ads,,38,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,78,57,,,,,,94,,,,38,,
ads,,,,,new world ads,,44,,0,0,,,,,,,,,,,,,19,,,16,,18,16,,8,9,,12,,7,20,,19,,15,,32,47,,42,,,50,,,44,,39,,44,
ads,,,,,ads nz,,15,,0,0,,,,,,,,,,,,,,,,,,,,,,7,10,,10,13,,21,,19,12,,22,17,,21,,,,21,,14,,11,,15,
advice,,,,,advice,,4,,42,42,1000,,,,,9,19,,7,,,8,,,9,5,,5,,10,4,,3,3,,4,,4,3,,4,5,,4,,4,3,,3,,3,,4,,5,,4
advice,,,,,tax advice near me,,43,,0,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,43,,
advice,,,,,financial advice nz,,30,,0,0,140,,49,,,23,,23,20,,,11,,,18,,21,24,,24,18,,17,,16,17,,22,30,,20,25,,12,,27,14,,11,,28,,19,,30,,
advice,,,,,advices,,29,,0,0,120,,,,,15,65,,29,,,50,,,47,17,,33,,16,13,,11,14,,16,,,19,,20,18,,17,,18,14,,,,9,,,,8,,29
advice,,,,,financial advice,,41,,0,0,80,,,,,19,12,,26,,,10,,13,,6,,18,,19,3,,,,3,4,,4,4,,4,5,,6,,6,,,,17,,29,,28,,41,
advice,,,,,employment advice nz,,44,,0,0,60,,,,,10,,9,,16,,11,,,12,,12,,14,18,,17,27,,40,22,,23,,16,22,,25,47,,35,46,,48,,,42,,33,,44,
advice,,,,,budget advice,,26,,0,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,,32,,,26,,
advice,,,,,travel advice nz,,51,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,,,,74,,63,,,,,,51,,
advice,,,,,financial advice near me,,98,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,
advice,,,,,advice for employees,,5,,0,0,,,9,,,,,,,,,,,,,,,,,,,11,19,,,,34,,36,,,,,,,,,,,,,,,,5,,
advice,,,,,finance advice near me,,87,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,91,,87,,
advice,,,,,nz financial advice,,48,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,22,,38,43,,,,38,,35,,32,,48,
advice,,,,,nz employment advice,,36,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,37,44,,37,,,,46,,39,,31,,36,
advice,,,,,employment advice free nz,,44,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,73,,91,,48,,38,,39,,42,,44
advice,,,,,advice first,,20,,0,0,,,,,,40,,42,30,,,,,,24,,30,31,,32,24,,21,,23,22,,23,32,,36,33,,37,,46,,,36,,36,,32,,20,,
advice,,,,,adviced or advised,,98,,0,0,,,,,,46,,51,,,,,,,,,26,28,,26,27,,25,,26,,,17,21,,28,,30,35,,32,,,,,,,,,98,,
advice,,,,,employment advice new zealand,,51,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,51,,45,43,,47,,47,,50,,60,,51
advice,,,,,employment law nz free advice,,46,,0,0,,,,,,28,,35,,58,,28,,,34,,18,,29,45,,51,,51,69,,53,46,,26,,26,36,,36,41,,39,,,,,,,66,,46
